input_tokens,output_tokens,resolution,num_images,trial,latency,cost
1000,512,850x1100,1,3,4.265296625089832,0.000549
1000,256,2550x3300,3,6,4.548980624997057,0.0013749000000000003
1000,256,2550x3300,3,7,3.5892795419786125,0.0013161
1000,256,3400x4400,2,7,3.0393944160314277,0.00089565
1000,256,3400x4400,2,5,3.34586862497963,0.00089565
1000,512,850x1100,1,8,4.108914292068221,0.0005808
1000,256,3400x4400,2,6,2.976568749989383,0.00089565
1000,512,850x1100,1,1,4.626376750064082,0.000582
1000,512,850x1100,1,4,4.5942071250174195,0.0005880000000000001
1000,256,3400x4400,2,9,2.85964999999851,0.00089565
1000,512,850x1100,1,9,4.133727416978218,0.0005874
1000,256,3400x4400,2,10,2.8592394590377808,0.00089565
1000,512,850x1100,1,7,4.701080541010015,0.0005862
1000,512,1700x2200,0,1,1.7660382919711992,0.00015375
1000,512,1700x2200,0,2,1.7609608749626204,0.00015375
1000,512,1700x2200,0,3,1.6126318339956924,0.00015375
1000,256,2550x3300,3,8,4.795992041938007,0.0013701000000000002
1000,256,2550x3300,3,10,4.730087124975398,0.0013425000000000002
1000,512,1700x2200,0,5,1.9056907499907538,0.00015375
1000,512,1700x2200,0,4,1.9166074160020798,0.00015375
1000,512,850x1100,2,3,2.5617571669863537,0.00077145
1000,512,1700x2200,0,6,2.104365334031172,0.00015375
1000,512,1700x2200,0,7,2.1038732500746846,0.00015375
1000,512,1700x2200,0,8,2.1062134159728885,0.00015375
1000,512,850x1100,2,5,2.8395308749750257,0.0007744500000000001
1000,512,1700x2200,0,9,2.851283708936535,0.00015375
1000,512,850x1100,2,8,3.3611386659322307,0.00076545
1000,512,1700x2200,0,10,2.876281833043322,0.00015315
1000,512,850x1100,2,7,3.6546341250650585,0.00076905
1000,512,850x1100,2,4,3.842367916018702,0.0007888500000000001
1000,512,850x1100,2,6,3.6689806249924004,0.0007744500000000001
1000,256,2550x3300,3,9,7.2058684170478955,0.0014157000000000002
1000,256,3400x4400,3,3,4.347274083062075,0.0013179
1000,256,3400x4400,2,8,7.098987874924205,0.00100605
1000,256,3400x4400,3,1,4.895579707925208,0.0013647000000000002
1000,512,850x1100,2,2,5.20594654197339,0.0008464500000000001
1000,256,3400x4400,3,2,4.743348333984613,0.0013611
1000,512,850x1100,2,1,5.278223000001162,0.0008488500000000001
1000,512,850x1100,2,9,4.698870500084013,0.0008368500000000001
1000,512,850x1100,2,10,4.368358291918412,0.0008188500000000001
1000,256,3400x4400,3,5,4.3660159999271855,0.0013059
1000,256,3400x4400,3,4,4.622850666055456,0.0013377000000000003
1000,256,3400x4400,3,7,4.81473283295054,0.0013443000000000003
1000,256,3400x4400,3,6,6.109565582941286,0.0013551000000000001
1000,256,3400x4400,3,10,5.765020416001789,0.0013005000000000002
1000,512,850x1100,3,6,5.6545373749686405,0.0010413
1000,512,850x1100,3,5,5.679420541971922,0.0010395
1000,512,1700x2200,2,8,5.197815207997337,0.0009166500000000001
1000,512,2550x3300,0,5,3.0265799158951268,0.00015375
1000,512,2550x3300,0,2,3.196999041014351,0.00015375
1000,512,1700x2200,2,6,5.300690999953076,0.00091725
1000,512,2550x3300,0,1,3.229002458974719,0.00015375
1000,512,1700x2200,2,2,5.699335417011753,0.0009256500000000001
1000,512,2550x3300,0,3,3.085426500067115,0.00015375
1000,512,2550x3300,0,6,2.402312209014781,0.00015375
1000,512,1700x2200,1,2,6.5389484169427305,0.0006180000000000001
1000,512,2550x3300,0,4,3.0769631658913568,0.00015375
1000,512,1700x2200,1,3,6.618706624954939,0.0005976
1000,512,2550x3300,0,10,0.7329240000108257,0.00015375
1000,512,2550x3300,0,7,1.0622036249842495,0.00015375
1000,512,1700x2200,1,4,6.601535249967128,0.0006138000000000001
1000,512,2550x3300,0,9,0.7725248750066385,0.00015375
1000,512,2550x3300,0,8,0.9400548749836162,0.00015375
1000,512,1700x2200,2,9,4.771798541070893,0.0009334500000000002
1000,512,1700x2200,1,7,6.865840000100434,0.0006006000000000001
1000,512,1700x2200,2,5,6.051440625102259,0.0009442500000000001
1000,512,1700x2200,1,6,6.983275084057823,0.0006066000000000001
1000,512,850x1100,3,2,7.053432625019923,0.0010827
1000,512,1700x2200,2,1,6.6278541249921545,0.0009628500000000001
1000,512,1700x2200,2,3,6.443544875015505,0.00095985
1000,256,3400x4400,3,8,7.652991708018817,0.0013851000000000002
1000,512,850x1100,3,3,7.138776959036477,0.0010899
1000,512,850x1100,3,4,7.159738374990411,0.0010887000000000002
1000,512,850x1100,3,7,7.010689791990444,0.0010869
1000,512,1700x2200,2,4,6.568186749937013,0.0009664500000000001
1000,512,1700x2200,1,5,7.32344758301042,0.0006270000000000001
1000,512,850x1100,3,10,7.1182210420956835,0.0010881
1000,512,1700x2200,1,1,7.655632541049272,0.00066
1000,512,850x1100,3,8,7.244002499966882,0.0010923
1000,512,1700x2200,3,1,5.173859665985219,0.0013245000000000002
1000,512,3400x4400,0,1,0.32804283301811665,0.00015315
1000,512,2550x3300,1,1,1.3375951669877395,0.0005538
1000,512,3400x4400,0,3,0.30192512494977564,0.00015375
1000,512,850x1100,3,1,7.90599816699978,0.0011115
1000,512,3400x4400,0,2,0.453116916003637,0.00015375
1000,512,850x1100,3,9,7.68820999993477,0.0010941
1000,512,3400x4400,0,6,0.23367175005842,0.00015375
1000,512,3400x4400,0,4,0.3606582499342039,0.00015375
1000,512,3400x4400,0,5,0.27452624996658415,0.00015375
1000,512,3400x4400,0,7,0.2603929170873016,0.00015375
1000,512,1700x2200,1,9,7.874891917104833,0.0006324000000000001
1000,512,3400x4400,0,9,0.28652216703630984,0.00015315
1000,512,3400x4400,0,8,0.29171758401207626,0.00015315
1000,512,3400x4400,0,10,0.2535106670111418,0.00015375
1000,256,3400x4400,3,9,9.0120227499865,0.0014157000000000002
1000,512,1700x2200,1,10,8.302031082916074,0.0006546000000000001
1000,512,2550x3300,1,3,2.013993041939102,0.0005808
1000,512,1700x2200,3,4,6.521299583022483,0.0013725
1000,512,1700x2200,2,10,6.780405416036956,0.00101085
1000,512,2550x3300,1,5,2.0915638339938596,0.0005856
1000,512,1700x2200,3,3,6.999516582931392,0.0013707000000000003
1000,512,1700x2200,1,8,9.132783332956024,0.0006708
1000,512,1700x2200,2,7,8.499058832996525,0.00104385
1000,512,2550x3300,1,9,2.265813666046597,0.0005909999999999999
1000,512,2550x3300,1,2,2.999731875024736,0.0006084
1000,512,1700x2200,3,10,6.203244625008665,0.0013881000000000002
1000,512,1700x2200,3,6,6.618637457955629,0.0013935000000000002
1000,512,1700x2200,3,8,6.582314624916762,0.0014013
1000,512,1700x2200,3,9,6.561473667039536,0.0013983
1000,512,2550x3300,1,10,2.7398302078945562,0.0006042
1000,512,1700x2200,3,7,7.167648583068512,0.0014217000000000001
1000,512,1700x2200,3,5,7.941712999949232,0.0014373000000000003
1000,512,2550x3300,1,8,3.0482171250041574,0.0006270000000000001
1000,512,1700x2200,3,2,8.185092582949437,0.0014391
1000,512,2550x3300,2,1,1.2694399170577526,0.00091725
1000,512,2550x3300,2,2,1.5026873340830207,0.0009130500000000001
1000,512,2550x3300,1,4,3.806255624978803,0.0006522
1000,512,2550x3300,1,6,4.2453128329943866,0.0006654
1000,512,2550x3300,1,7,4.212264082976617,0.0006612
1000,512,2550x3300,2,6,1.7673904999392107,0.00089565
1000,512,2550x3300,2,4,2.037461749976501,0.00091965
1000,512,2550x3300,2,3,2.415915915975347,0.0009298500000000001
1000,1000,850x1100,0,1,1.2581825419329107,0.00015315
1000,512,2550x3300,2,5,2.7636887499829754,0.0009484500000000001
1000,512,2550x3300,2,9,1.5881444580154493,0.00089565
1000,1000,850x1100,0,2,1.1480715000070632,0.00015315
1000,1000,850x1100,0,4,1.0565478750504553,0.00015375
1000,1000,850x1100,0,3,1.2829390830593184,0.00015375
1000,1000,850x1100,0,5,0.9459933340549469,0.00015375
1000,512,2550x3300,2,7,2.7183257089927793,0.0009658500000000001
1000,512,3400x4400,1,3,2.499007166014053,0.0005874
1000,1000,850x1100,0,6,0.7031785420840606,0.00015375
1000,1000,850x1100,0,8,0.4808161250548437,0.00015375
1000,1000,850x1100,0,7,0.5009810829069465,0.00015375
1000,1000,850x1100,0,9,0.2644895419944078,0.00015375
1000,512,3400x4400,1,1,2.999454875010997,0.0006048000000000001
1000,1000,850x1100,0,10,0.3120571249164641,0.00015375
1000,512,3400x4400,1,2,2.8865232500247657,0.0005856
1000,512,3400x4400,1,4,2.6485198329901323,0.0005952
1000,512,2550x3300,2,10,2.2776157499756664,0.0009310500000000001
1000,512,3400x4400,1,5,3.0695181250339374,0.0006084
1000,512,3400x4400,1,7,2.63931566698011,0.0005784000000000001
1000,512,2550x3300,2,8,2.9041914170375094,0.0009520500000000001
1000,512,3400x4400,1,8,2.3224021670175716,0.0005724
1000,512,3400x4400,1,6,3.6715497499099,0.0006018
1000,512,3400x4400,1,10,2.8790520830079913,0.000612
1000,512,3400x4400,1,9,3.3094947499921545,0.0006168
1000,512,2550x3300,3,1,2.451272999984212,0.0013227000000000002
1000,512,3400x4400,2,2,1.9681842919671908,0.00089565
1000,512,3400x4400,2,1,2.1157357500633225,0.00089565
1000,512,3400x4400,2,3,3.20396420895122,0.00090645
1000,512,2550x3300,3,2,4.08453654195182,0.0013857000000000003
1000,512,2550x3300,3,3,5.024375958018936,0.0013761000000000001
1000,1000,850x1100,1,1,4.661217082990333,0.0005358
1000,512,2550x3300,3,4,5.361573625006713,0.0014271
1000,512,3400x4400,2,6,3.8011102919699624,0.00089565
1000,1000,850x1100,1,6,4.519411875051446,0.0005148
1000,512,3400x4400,2,5,3.9683705419301987,0.00089565
1000,512,2550x3300,3,9,4.475967542035505,0.0013245000000000002
1000,512,2550x3300,3,7,4.8636038328986615,0.0013689000000000002
1000,1000,850x1100,1,2,4.672679250012152,0.0005382000000000001
1000,512,3400x4400,2,4,4.104118708986789,0.00089565
1000,512,2550x3300,3,5,5.040008791023865,0.0013905
1000,512,3400x4400,2,7,3.7319479170255363,0.00089565
1000,512,3400x4400,2,8,3.5634711669990793,0.00089565
1000,512,3400x4400,2,9,3.492123082978651,0.00089565
1000,512,3400x4400,2,10,3.385531541076489,0.00089565
1000,1000,850x1100,1,8,4.691224125097506,0.0005454
1000,1000,850x1100,1,10,5.361114375060424,0.0005466
1000,1000,850x1100,1,4,5.5486578330164775,0.000582
1000,512,2550x3300,3,8,6.756544166011736,0.0013953000000000001
1000,1000,850x1100,1,5,6.742102375021204,0.000585
1000,1000,850x1100,1,9,6.600671416963451,0.0005682
1000,1000,850x1100,2,1,4.776946916943416,0.0007744500000000001
1000,1000,850x1100,2,4,4.733924207976088,0.0007744500000000001
1000,1000,850x1100,2,8,4.487847208976746,0.0007720500000000001
1000,512,2550x3300,3,10,7.246544832945801,0.0013665000000000003
1000,512,2550x3300,3,6,7.900829000049271,0.0014445000000000003
1000,1000,850x1100,1,3,7.589182625059038,0.0005952
1000,1000,850x1100,2,3,4.785219207988121,0.00076725
1000,1000,850x1100,1,7,7.956330124987289,0.0005946
1000,1000,850x1100,2,5,5.651717290980741,0.0008230500000000001
1000,1000,850x1100,2,2,5.713367125019431,0.0007984500000000001
1000,1000,850x1100,2,6,5.6576484580291435,0.0008260500000000002
1000,1000,850x1100,2,7,5.826169750071131,0.00083805
1000,1000,850x1100,2,9,5.3346854579867795,0.0008272500000000001
1000,1000,850x1100,2,10,5.64230895799119,0.0007828500000000001
1000,512,3400x4400,3,3,5.6889430419541895,0.0013629000000000002
1000,512,3400x4400,3,1,5.985424333019182,0.0013821000000000003
1000,512,3400x4400,3,7,5.256938625010662,0.0012915000000000001
1000,512,3400x4400,3,5,5.542120041907765,0.0013041000000000003
1000,1000,1700x2200,0,5,4.739665457978845,0.00015375
1000,1000,1700x2200,0,2,4.749766708002426,0.00015375
1000,1000,1700x2200,0,3,4.856343375053257,0.00015315
1000,1000,1700x2200,0,6,4.917014500009827,0.00015375
1000,1000,1700x2200,0,8,4.876620333059691,0.00015375
1000,1000,1700x2200,0,4,4.948097375105135,0.00015375
1000,1000,1700x2200,0,1,4.953243040945381,0.00015375
1000,512,3400x4400,3,2,6.2673547079321,0.0013917
1000,1000,1700x2200,0,10,4.796443375060335,0.00015375
1000,1000,1700x2200,0,7,4.9312246249755844,0.00015375
1000,1000,1700x2200,0,9,4.891414290992543,0.00015375
1000,512,3400x4400,3,4,6.116689042071812,0.0013809000000000002
1000,1000,2550x3300,0,2,2.068141207913868,0.00015375
1000,1000,2550x3300,0,6,1.8899715410079807,0.00015375
1000,1000,2550x3300,0,1,2.0722670420072973,0.00015375
1000,1000,2550x3300,0,5,1.9683723750058562,0.00015375
1000,1000,2550x3300,0,3,2.0357395000755787,0.00015375
1000,512,3400x4400,3,6,7.807832916965708,0.0013623
1000,1000,2550x3300,0,4,2.3002710409928113,0.00015375
1000,512,3400x4400,3,8,7.944238958996721,0.0013497000000000001
1000,1000,2550x3300,0,7,0.6556077080313116,0.00015315
1000,1000,2550x3300,0,8,0.7308537920471281,0.00015375
1000,1000,1700x2200,2,9,3.4467953339917585,0.0009220500000000001
1000,1000,2550x3300,0,10,0.7427299589617178,0.00015375
1000,1000,1700x2200,2,1,4.361808791989461,0.0009346500000000001
1000,512,3400x4400,3,9,8.214224167051725,0.0013485000000000003
1000,1000,850x1100,3,2,8.147624791017734,0.0010893
1000,512,3400x4400,3,10,8.194103624904528,0.0013293000000000003
1000,1000,1700x2200,1,2,7.110927083063871,0.0005766
1000,1000,2550x3300,0,9,1.0874092079466209,0.00015375
1000,1000,850x1100,3,10,7.969828709028661,0.0010695000000000001
1000,1000,1700x2200,2,2,4.8874828750267625,0.00094905
1000,1000,850x1100,3,4,8.505454249912873,0.0010881
1000,1000,1700x2200,2,8,4.1889577499823645,0.0009424500000000001
1000,1000,1700x2200,2,5,4.648222374962643,0.0009484500000000001
1000,1000,1700x2200,2,10,4.248483416042291,0.0009472500000000001
1000,1000,850x1100,3,3,8.904484958038665,0.0011211
1000,1000,1700x2200,1,1,8.395480500068516,0.0005994
1000,1000,1700x2200,1,9,5.670696124900132,0.0005928000000000001
1000,1000,1700x2200,1,5,6.627304417081177,0.0005958000000000001
1000,1000,850x1100,3,9,8.627611874951981,0.0010797
1000,1000,2550x3300,1,2,1.67630112497136,0.0005538
1000,1000,2550x3300,1,10,1.0154719579732046,0.000528
1000,1000,1700x2200,1,8,6.283143374952488,0.000603
1000,1000,1700x2200,3,3,4.032353791990317,0.0013125
1000,1000,1700x2200,1,10,6.32438954198733,0.0006042
1000,1000,850x1100,3,5,9.614963709027506,0.0011103
1000,1000,850x1100,3,7,9.357963041053154,0.0010923
1000,1000,1700x2200,3,2,4.817686166032217,0.0013221000000000003
1000,1000,1700x2200,2,3,6.15523691708222,0.00096405
1000,1000,850x1100,3,6,9.823278083000332,0.0011043
1000,1000,850x1100,3,8,9.509189625037834,0.0011019
1000,1000,850x1100,3,1,10.079906957922503,0.0010899
1000,1000,1700x2200,2,7,5.931701749912463,0.00098145
1000,1000,3400x4400,0,1,0.5767635829979554,0.00015375
1000,1000,1700x2200,1,4,7.827696625026874,0.00063
1000,1000,2550x3300,1,5,2.3541329168947414,0.000573
1000,1000,3400x4400,0,2,0.6352243750588968,0.00015375
1000,1000,3400x4400,0,4,0.5637382089626044,0.00015375
1000,1000,3400x4400,0,3,0.5894436669768766,0.00015375
1000,1000,3400x4400,0,6,0.5168718749191612,0.00015375
1000,1000,3400x4400,0,5,0.5328425840707496,0.00015375
1000,1000,2550x3300,1,7,2.202242291998118,0.0005712
1000,1000,3400x4400,0,8,0.2615705409552902,0.00015375
1000,1000,3400x4400,0,7,0.4080041670240462,0.00015375
1000,1000,1700x2200,1,6,8.092781790997833,0.000639
1000,1000,1700x2200,1,7,7.35625891701784,0.0006396
1000,1000,3400x4400,0,9,0.27191358304116875,0.00015375
1000,1000,1700x2200,1,3,9.502003666944802,0.0006450000000000001
1000,1000,3400x4400,0,10,0.3731839170213789,0.00015375
1000,1000,1700x2200,3,10,4.770473791053519,0.0013461
1000,1000,1700x2200,3,6,4.973944457946345,0.0013563000000000004
1000,1000,1700x2200,2,6,6.61083583405707,0.00101085
1000,1000,2550x3300,2,4,1.5463777920231223,0.00091725
1000,1000,2550x3300,2,1,2.156168457935564,0.0009484500000000001
1000,1000,1700x2200,3,9,5.353750208974816,0.0013689000000000002
1000,1000,1700x2200,3,8,5.40680583298672,0.0013629000000000002
1000,1000,1700x2200,3,4,5.7722509580198675,0.0013821000000000003
1000,1000,2550x3300,2,2,2.1170189579715952,0.0009556500000000002
1000,1000,2550x3300,1,1,4.089897250058129,0.0006336
1000,1000,2550x3300,1,4,3.637714958982542,0.0006257999999999999
1000,1000,2550x3300,2,3,2.121481208014302,0.0009484500000000001
1000,1000,2550x3300,1,9,3.208172000013292,0.0006138000000000001
1000,1000,1700x2200,2,4,7.763831499963999,0.00104325
1000,1000,2550x3300,1,3,4.1575469999806955,0.0006432
1000,1000,2550x3300,1,6,3.951436790986918,0.0006306
1000,1000,2550x3300,2,8,1.458240250009112,0.0009298500000000001
1000,1000,2550x3300,2,6,1.7986816669581458,0.00094185
1000,1000,2550x3300,2,9,1.0978605420095846,0.00091725
1000,1000,2550x3300,1,8,4.011470124940388,0.0006498000000000001
1000,1000,1700x2200,3,7,6.389402207918465,0.0014139
1000,1000,1700x2200,3,5,6.686128207948059,0.0014271
1000,1000,1700x2200,3,1,7.704417999950238,0.0014517000000000002
1000,1000,2550x3300,2,7,2.289032790926285,0.0009556500000000002
1000,1000,2550x3300,2,10,1.4803671250119805,0.0009310500000000001
5000,256,850x1100,0,1,0.9358020001091063,0.0007609499999999999
5000,256,850x1100,0,4,1.0785880830371752,0.0007609499999999999
5000,256,850x1100,0,2,1.8961380830733106,0.00077535
5000,256,850x1100,0,5,1.836072291014716,0.00077595
5000,256,850x1100,0,3,1.8950446660164744,0.00077595
5000,256,850x1100,0,6,1.8131645829416811,0.00077775
5000,256,850x1100,0,7,1.6571217919699848,0.00077535
5000,256,850x1100,0,9,1.7085867499699816,0.00077595
5000,256,850x1100,0,10,1.5310537919867784,0.00077775
1000,1000,3400x4400,1,2,2.6417888330761343,0.0005724
1000,1000,2550x3300,2,5,5.085385541897267,0.00104505
1000,1000,3400x4400,1,4,2.6057841670699418,0.000573
1000,1000,3400x4400,1,10,2.1096507080364972,0.0005694000000000001
1000,1000,3400x4400,1,7,2.688602334004827,0.0005772
